orig_destination_distance,hotel_continent,hotel_country,hotel_market,length_of_stay,srch_destination_id,is_package,srch_destination_type_id,srch_children_cnt,user_location_region,user_location_country_66,posa_continent_3,srch_ci_DoW_Tuesday,is_booking,srch_adults_cnt,srch_ci_DoW_Monday,site_name_2,date_time_MoY_May,is_mobile,cnt,date_time_DoW_Thursday,date_time_MoY_December
0.144,2,1,637,2,42630,0,3,1,258,1,1,0,0,2,0,1,1,0,1,0,0
1216.994,2,1,663,1,12272,0,6,0,153,1,1,0,1,2,0,1,0,0,1,0,0
261.6895,2,1,637,2,8230,0,1,2,322,1,1,0,0,2,0,1,0,0,1,0,0
938.2098,2,1,682,1,13441,0,4,2,348,1,1,0,0,2,0,1,0,0,1,0,0
443.5338,0,0,1258,2,20896,1,6,1,500,0,0,0,0,3,0,0,0,0,1,0,0
2030.8871,4,0,110,5,8791,0,1,0,174,1,1,0,0,2,1,1,0,0,1,0,1
5248.2532,6,0,236,2,21824,1,6,0,184,1,1,0,0,2,0,1,0,0,1,0,0
257.2438,2,1,642,1,11321,0,1,0,435,1,1,0,0,3,0,1,0,0,1,0,0
174.5225,2,0,402,7,26428,0,6,3,462,1,1,0,0,2,0,1,0,0,1,0,1
651.7665,6,0,1880,2,8788,0,1,0,172,0,1,0,0,2,0,1,0,1,1,0,0
3729.0772,6,0,764,4,22977,0,6,0,351,1,1,0,0,1,0,0,0,0,2,0,0
4307.9216,6,0,1089,4,20994,0,1,0,331,1,1,0,0,1,0,1,0,0,4,0,0
227.9135,2,1,646,1,35369,0,4,6,254,1,1,0,1,2,0,1,0,0,1,0,0
1097.5413,2,0,399,1,26414,0,6,0,174,1,1,0,0,1,0,1,0,0,1,1,0
5572.6296,6,0,27,8,8745,0,1,1,174,1,1,0,0,1,0,1,0,0,1,0,0
1377.529,4,0,126,3,11938,1,1,0,448,1,1,0,0,2,0,1,0,1,1,0,0
7727.4953,3,0,1003,1,8796,0,1,1,174,1,1,0,0,2,0,1,1,0,3,0,0
3647.6847,6,0,1782,3,20678,0,6,0,363,1,1,0,0,2,0,1,0,0,1,0,0
8389.0797,3,0,76,5,20525,0,1,2,403,1,1,0,0,2,1,1,0,0,1,0,1
134.5953,2,1,361,2,18790,0,1,0,174,1,1,0,0,2,0,1,0,0,1,0,0
1562.97,4,0,1933,7,19797,0,1,0,311,1,1,0,0,2,0,1,0,0,2,1,0
10550.9645,6,0,27,7,12241,0,6,0,500,0,0,0,0,2,0,0,0,0,1,0,0
1028.7918,2,1,703,3,12745,0,5,0,348,1,1,0,0,2,1,1,0,0,3,0,1
178.0236,2,1,693,2,8829,0,1,0,335,1,1,0,0,4,0,1,0,0,1,0,0
2.6293,2,1,675,2,8267,0,1,0,348,1,1,0,0,2,0,1,0,1,1,0,0
273.3006,2,1,369,1,28722,0,4,2,174,1,1,0,1,2,0,1,0,0,1,0,0
111.4511,2,1,1235,1,26051,0,6,0,226,1,1,1,1,1,0,1,0,0,1,0,0
5919.1967,6,0,23,2,8263,0,1,0,442,1,1,0,0,1,0,1,0,0,4,0,0
7820.8863,3,0,72,2,23519,0,6,0,354,0,1,0,0,2,0,0,0,1,1,0,0
8.0197,2,1,675,1,8267,0,1,0,348,1,1,1,0,2,0,1,0,1,1,0,1
104.3034,2,1,368,1,8278,0,1,0,174,1,1,0,0,2,0,1,0,1,1,0,0
441.0367,0,0,1258,3,8286,0,1,0,500,0,0,0,0,2,0,0,0,0,1,0,1
118.3414,6,0,4,2,8739,0,1,0,414,0,0,1,0,2,0,0,0,0,1,0,0
157.5861,2,1,642,3,27599,0,6,2,293,1,1,0,0,2,0,1,0,0,1,0,0
472.1963,2,1,640,1,29454,1,4,0,348,1,1,0,0,1,0,1,0,0,4,0,1
2393.0409,2,1,675,4,45327,0,6,0,462,1,1,0,1,2,0,1,0,0,1,1,0
1679.5398,3,0,1500,1,8247,0,1,0,172,0,0,0,0,1,0,0,0,1,2,0,0
857.7406,2,1,628,2,8250,0,1,0,462,1,1,0,0,2,0,1,0,0,2,0,1
233.8322,2,1,467,2,27586,0,6,0,318,1,1,0,0,2,0,1,0,0,2,0,0
3895.3934,6,0,1244,7,6378,0,3,0,348,1,1,0,1,2,0,1,0,0,1,0,0
4985.0569,6,0,245,4,23718,0,6,0,189,1,1,0,0,1,1,1,0,0,1,0,0
5646.3108,6,0,27,3,8745,0,1,0,174,1,1,0,0,2,0,1,0,0,1,0,0
1005.4072,2,1,368,3,8278,0,1,3,325,1,1,0,0,2,0,1,0,0,2,0,0
590.0689,2,1,637,1,8230,1,1,0,448,1,1,0,0,1,0,1,0,0,1,0,0
303.6629,2,1,406,2,60704,0,6,0,442,1,1,0,0,2,0,1,0,0,4,0,0
691.1041,2,1,675,2,8267,1,1,0,343,0,1,0,0,2,0,0,0,0,1,0,0
315.823,2,1,368,2,14002,0,4,0,153,1,1,0,0,2,0,1,0,1,1,0,0
156.9714,2,1,684,1,26498,0,6,3,448,1,1,0,1,2,0,1,0,0,1,0,0
1185.2077,2,1,685,5,8284,0,1,0,467,1,1,0,0,2,0,1,0,0,1,0,0
2087.0259,2,1,661,2,24850,0,6,1,311,1,1,0,0,2,0,1,0,0,2,0,0
154.392,2,1,355,1,8834,0,1,0,174,1,1,0,0,2,0,1,0,0,2,0,0
261.7451,2,1,674,1,14846,0,1,2,448,1,1,0,0,2,0,1,0,0,1,1,1
185.8253,2,1,412,1,8277,0,1,0,442,1,1,0,0,2,0,1,0,0,1,0,0
1079.0287,2,1,682,2,8268,0,1,0,354,0,1,0,0,2,1,0,0,0,1,0,0
757.3656,2,0,372,1,26163,0,1,0,354,0,1,0,0,2,0,0,0,0,2,1,0
1541.3437,4,0,204,8,11923,1,1,0,348,1,1,0,0,2,0,1,1,0,3,0,0
1867.71,4,0,121,3,8259,1,1,0,318,1,1,1,0,1,0,1,0,0,3,0,0
2452.0374,2,1,675,4,8267,1,1,1,174,1,1,0,0,1,0,1,0,0,1,1,0
152.3162,2,1,692,1,3794,0,3,0,314,1,1,0,0,2,0,1,0,0,1,0,0
581.9106,2,1,477,1,23794,0,1,0,174,1,1,0,0,2,0,1,0,0,3,0,0
1104.7608,2,1,682,8,8268,0,1,2,311,1,1,0,0,2,0,1,0,0,9,1,0
2032.3598,2,1,628,3,8250,1,1,0,331,1,1,0,0,5,0,1,0,1,3,0,0
9315.7012,3,0,73,3,21222,1,1,0,174,1,1,0,0,2,1,1,0,0,1,0,0
4943.912,6,0,24,4,8743,0,1,0,220,1,1,0,0,4,0,1,0,0,1,0,0
204.3667,2,1,191,2,8291,0,1,0,337,1,1,0,0,2,0,1,0,0,1,0,0
1688.3578,2,1,628,2,12206,0,6,0,351,1,1,1,0,1,0,1,0,0,9,0,0
2144.97,2,1,1230,1,8279,0,1,0,226,1,1,1,0,1,0,1,0,0,1,0,0
301.7097,2,1,559,2,12011,0,1,0,321,1,1,0,0,1,0,1,0,0,1,0,0
9301.6587,3,0,228,2,20408,0,1,0,220,1,1,0,0,6,1,1,0,0,1,0,0
116.1959,2,1,367,1,9147,0,1,0,174,1,1,0,0,2,0,1,0,0,2,0,0
1736.91,2,1,628,4,8250,1,1,0,435,1,1,0,0,2,0,1,0,1,1,0,0
30.6763,2,1,585,2,19363,0,1,0,220,1,1,0,0,2,0,1,0,0,1,0,0
1126.9201,2,1,701,1,44045,0,3,0,442,1,1,0,0,1,1,1,0,1,1,0,0
9171.9357,0,0,1258,4,8286,0,1,0,143,1,1,0,0,1,0,1,0,0,1,0,0
1064.3319,2,1,368,1,12812,0,5,0,462,1,1,0,0,1,0,1,0,0,1,1,0
6228.918,6,0,1512,1,862,0,3,0,220,1,1,0,0,2,0,1,0,0,4,0,0
3668.8303,6,0,19,3,8253,1,1,0,196,1,1,0,0,2,0,1,0,0,5,0,0
863.3016,2,1,675,3,8267,0,1,0,143,1,1,0,0,2,0,1,0,0,1,0,0
4353.2815,6,0,36,2,8168,0,6,2,354,0,1,0,0,2,0,0,0,0,1,0,0
828.169,2,1,656,2,12452,0,5,0,174,1,1,0,0,1,0,1,0,0,5,0,0
4576.3434,2,1,636,7,8856,1,1,0,403,1,1,0,0,1,0,1,0,0,1,0,0
1582.2413,4,0,126,10,11938,0,1,0,348,1,1,0,0,2,0,1,0,1,1,0,0
753.8303,2,1,677,2,8793,0,1,2,354,0,1,0,0,4,0,0,0,0,1,0,0
520.1346,0,0,962,1,22553,0,6,0,500,0,0,0,0,4,1,0,0,0,1,0,0
631.0641,4,0,111,4,8825,1,3,0,220,1,1,0,0,2,0,1,0,0,3,0,0
4598.4617,6,0,771,3,22445,0,1,0,354,0,1,0,0,2,0,0,0,1,1,0,0
1973.8517,4,0,201,4,11334,1,1,2,348,1,1,0,0,2,0,1,0,0,2,0,0
175.3802,2,0,374,1,44885,0,6,2,135,0,1,0,0,1,0,0,0,0,1,0,0
173.6761,2,0,371,1,25965,0,6,0,135,0,1,0,1,1,0,0,1,0,1,0,0
2457.5735,2,1,675,3,45327,0,6,1,174,1,1,0,0,1,0,1,0,0,1,0,0
515.7087,2,1,570,3,11358,0,1,0,335,1,1,0,0,2,0,1,0,0,1,0,0
8156.0831,3,0,61,5,6573,0,6,0,196,1,1,0,0,1,0,1,0,0,2,0,0
49.7503,2,1,712,3,589,0,1,0,442,1,1,0,0,1,0,1,0,1,1,0,0
567.6711,6,0,150,3,18077,1,1,0,158,0,0,0,0,2,0,0,0,0,1,0,0
723.8462,6,0,26,2,8269,1,1,0,172,0,0,0,0,2,0,0,0,0,1,0,0
342.1856,4,0,1400,2,11373,0,1,0,220,1,1,0,0,2,0,1,0,0,1,0,0
957.4173,2,1,682,2,8268,1,1,0,348,1,1,1,0,2,0,1,0,0,1,0,0
1014.9945,4,0,118,3,8824,0,1,2,442,1,1,0,0,1,0,1,0,0,2,0,0
1094.6252,2,1,701,4,8260,0,1,0,149,1,1,0,0,2,1,1,0,0,2,0,1
1036.0898,2,1,646,1,27703,0,6,0,348,1,1,1,0,2,0,1,0,0,1,0,0
1553.1313,4,0,1503,4,11439,0,1,0,348,1,1,0,0,4,0,1,0,0,1,0,0
449.7918,6,0,19,2,8253,1,1,0,245,0,0,0,0,2,0,0,0,0,2,0,0
1231.5748,2,1,365,1,12217,0,6,0,442,1,1,0,1,2,1,1,0,0,1,0,0
1214.8595,2,1,682,1,47734,0,4,1,354,0,1,0,0,1,0,0,0,0,1,0,1
874.2692,2,1,628,7,8250,1,1,0,462,1,1,0,0,1,0,1,0,0,1,0,0
5848.3967,6,0,275,4,8213,0,1,0,500,0,1,1,0,1,0,1,0,0,1,0,0
377.7157,2,1,365,1,245,0,3,0,153,1,1,1,1,2,0,1,0,0,1,0,0
1177.247,2,1,368,1,24952,0,3,1,442,1,1,0,0,4,0,1,0,0,1,0,0
2112.6702,2,1,368,7,8278,1,1,0,354,0,1,0,0,2,0,0,0,1,1,0,0
9.6215,2,1,628,3,8250,0,1,0,346,1,0,0,1,2,0,0,0,0,1,0,0
238.5869,2,1,628,3,12206,1,6,0,153,1,1,0,0,2,0,1,0,0,1,0,1
2149.6796,2,1,628,3,8250,0,1,2,363,1,1,0,0,2,1,1,0,0,1,0,0
2337.4433,2,1,365,3,8254,0,1,0,220,1,1,0,0,2,0,1,0,0,1,0,0
259.2854,4,0,114,4,21751,1,1,0,500,0,0,0,0,3,0,0,0,0,1,1,0
522.5261,2,1,191,1,12450,0,5,0,435,1,1,0,0,1,1,1,0,0,1,0,0
5139.1649,3,0,107,2,19547,0,6,0,174,1,1,0,0,2,1,1,0,0,1,0,0
485.727,2,1,628,1,44241,0,8,0,340,1,1,0,0,2,0,1,0,0,1,0,0
42.4713,2,1,698,1,12784,0,5,0,311,1,1,0,1,1,0,1,0,0,1,0,0
901.0165,2,1,1265,2,43638,0,1,0,258,1,1,0,0,2,0,1,0,0,1,0,0
81.7976,2,1,365,1,6051,0,3,0,174,1,1,1,0,1,0,1,0,0,2,0,0
1438.4531,4,0,110,10,8791,1,1,2,258,1,1,0,0,2,0,1,0,0,3,0,0
2660.0475,2,1,213,5,8855,0,1,0,462,1,1,0,0,2,0,1,0,0,1,0,0
1118.9428,2,1,701,4,44045,1,3,0,348,1,1,0,0,2,0,1,0,1,1,0,0
598.0036,2,1,191,1,8291,0,1,0,258,1,1,0,0,1,0,1,0,0,1,0,0
169.1493,2,1,686,2,19492,0,6,0,220,1,1,0,0,1,0,1,0,0,3,0,0
3266.182,6,0,155,3,51385,0,6,0,354,0,1,0,0,4,0,0,0,0,1,0,0
1629.2225,3,0,44,7,11815,1,1,0,462,0,0,0,0,2,0,0,0,0,1,0,1
329.9336,2,1,191,2,8291,1,1,0,331,1,1,0,0,1,0,1,0,0,1,0,0
7322.6636,3,0,1032,1,14908,0,1,0,244,0,0,0,1,2,0,0,0,0,1,0,0
162.8382,2,0,379,1,25928,0,1,0,354,0,1,0,0,4,0,0,0,0,1,0,0
1025.8093,2,0,401,1,1901,0,1,0,174,1,1,0,0,4,0,1,0,1,1,0,0
2174.3924,2,1,682,3,8268,0,1,3,174,1,1,0,0,2,0,1,0,0,3,0,0
1790.9653,4,0,200,5,9171,1,1,0,348,1,1,0,0,2,0,1,1,0,1,0,0
3890.7865,6,0,0,4,44035,0,6,2,448,1,1,0,0,4,1,1,0,0,1,0,0
1059.8898,2,1,699,1,11353,0,1,0,337,1,1,0,0,2,0,0,0,0,1,0,0
97.8399,2,1,368,2,8278,0,1,1,174,1,1,0,0,1,0,1,0,0,1,0,0
303.2329,2,1,368,4,8278,0,1,0,153,1,1,0,0,2,0,1,0,0,1,0,0
2404.6965,2,1,213,6,8855,0,1,0,174,1,1,0,0,1,1,1,0,0,1,0,0
1695.5944,2,1,699,5,19448,0,6,0,332,1,1,0,1,1,0,1,0,0,1,0,0
198.205,2,1,406,3,8235,0,1,1,352,1,1,0,0,2,0,1,0,0,5,0,0
373.4224,6,0,278,1,8224,0,1,1,172,0,0,0,0,2,0,0,0,0,1,0,0
307.0152,6,0,1478,1,51923,0,1,1,171,0,0,0,0,2,0,0,0,0,1,0,0
2397.115,2,1,675,4,8267,1,1,0,346,1,1,0,0,1,0,1,0,0,1,0,0
4903.1645,2,1,703,8,11621,1,1,0,318,0,0,0,0,1,1,0,0,1,1,0,0
338.6403,2,1,648,1,11821,0,1,0,153,1,1,0,0,2,1,0,0,0,1,0,0
1004.9532,2,1,675,4,8267,1,1,2,220,1,1,1,0,2,0,1,1,0,2,0,0
330.7752,2,1,365,1,8254,0,1,2,174,1,1,0,0,2,0,1,0,0,1,0,1
1406.7129,4,0,126,2,5405,0,6,0,288,1,1,0,0,2,0,1,0,0,2,0,0
1744.1514,2,1,628,5,8250,1,1,0,318,1,1,0,0,2,1,0,0,0,5,0,0
224.6356,2,1,628,1,12206,0,6,2,174,1,1,0,1,2,0,1,0,0,1,0,0
654.0171,2,1,701,3,44045,1,3,0,331,1,1,0,0,2,0,1,0,0,1,0,0
396.3469,2,1,741,2,12016,0,1,0,442,1,1,0,0,2,0,1,0,1,1,0,0
2876.4261,3,0,1701,5,31483,1,4,0,500,0,0,1,0,2,0,0,1,1,4,0,0
816.4189,2,1,675,3,8267,0,1,1,467,1,1,0,0,1,0,1,0,0,1,0,0
10279.9052,6,0,890,4,23870,0,6,0,500,0,0,0,0,2,0,0,0,0,3,0,0
1889.8581,6,0,6,5,18998,1,1,0,395,0,0,0,0,1,0,0,0,1,1,1,0
3250.5054,6,0,313,5,12623,0,5,0,385,0,1,0,0,2,0,0,0,0,1,0,0
4737.1593,6,0,7,2,8794,0,1,0,220,1,1,0,0,2,0,1,0,0,1,0,1
1108.6333,2,1,700,4,11854,0,1,0,348,1,1,0,0,2,1,1,0,0,1,0,0
406.3566,2,1,633,5,12799,0,5,0,174,1,1,0,0,1,0,1,0,0,1,0,0
256.581,2,1,677,3,8793,0,1,0,220,1,1,0,1,2,1,1,0,0,1,0,0
61.6305,2,1,368,1,17833,0,1,0,174,1,1,0,0,1,0,1,0,0,2,0,0
2428.3246,2,1,675,7,8267,1,1,0,155,0,1,1,0,2,0,0,0,1,1,0,0
2800.3124,4,0,126,7,5405,1,6,0,155,0,1,0,0,2,0,0,0,0,1,1,0
1171.3194,2,1,686,3,12008,1,1,0,311,1,1,0,0,2,0,1,0,0,1,0,0
31.1718,2,1,827,1,3588,1,3,0,174,1,1,0,0,2,0,1,0,1,2,0,0
2626.8906,2,1,1241,1,12836,1,5,0,189,1,1,1,0,1,0,1,0,0,1,1,0
221.134,2,1,412,2,12261,0,6,0,442,1,1,0,0,3,0,1,0,0,1,0,1
5926.2645,3,0,61,4,8242,1,1,0,229,0,1,0,0,2,0,1,0,0,4,0,0
1141.2697,2,1,682,6,8268,1,1,2,311,1,1,0,0,2,0,1,0,0,1,1,0
1514.2858,2,1,628,5,8250,1,1,0,500,0,1,0,0,2,0,1,0,0,1,0,0
5839.9639,3,0,266,3,20330,1,1,0,174,1,1,0,0,3,1,1,0,0,2,0,0
3336.963,2,1,212,3,8859,1,1,0,184,1,1,0,0,1,0,1,0,0,1,0,0
719.3845,2,1,350,2,8216,0,1,0,442,1,1,0,0,4,0,1,0,0,1,0,0
813.2712,6,0,29,2,53949,1,3,0,245,0,0,0,0,2,0,0,0,0,2,0,0
116.8655,2,1,691,2,8846,0,1,0,189,1,1,0,0,1,0,1,0,0,1,0,0
353.3057,2,1,365,2,8254,0,1,1,153,1,1,0,0,3,0,1,0,1,1,0,0
268.1594,2,1,628,1,8250,0,1,0,153,1,1,0,0,3,1,1,0,0,1,0,0
391.5834,2,1,1634,2,23693,0,1,0,174,1,1,1,0,2,0,1,0,1,1,1,0
1702.7056,4,0,126,7,5405,0,6,2,184,1,1,1,0,2,0,1,0,0,2,0,0
602.6205,2,1,662,2,8820,1,1,0,442,1,1,0,0,2,0,1,0,0,1,1,0
1255.529,2,1,192,1,8249,0,1,2,135,0,1,1,0,2,0,0,0,0,1,0,0
2317.2446,4,0,1517,1,12057,0,1,0,354,0,1,1,0,2,0,0,0,0,1,1,0
423.7106,6,0,771,4,20006,0,6,1,309,0,0,0,0,2,0,0,0,1,1,0,0
94.4433,2,1,368,2,8278,0,1,0,174,1,1,0,0,1,0,1,0,0,1,0,0
113.4474,2,1,608,1,21260,0,1,0,311,1,1,0,0,4,0,1,0,0,1,0,0
3996.9792,6,0,1323,3,33387,0,1,0,348,1,1,1,0,2,0,1,0,0,1,0,0
387.4954,2,1,427,1,17859,0,1,0,260,1,1,0,0,4,0,1,0,0,2,0,0
431.5324,2,1,368,3,8278,0,1,2,174,1,1,0,0,2,0,1,0,0,5,0,0
2014.4645,4,0,118,5,8824,1,1,3,318,1,1,0,0,2,0,1,0,0,1,0,0
1642.1024,4,0,2056,2,22919,0,1,0,416,0,0,0,0,2,0,0,0,0,1,0,0
16.9082,2,0,384,1,12942,0,5,1,385,0,1,0,0,2,0,0,0,1,2,0,1
5232.2064,4,0,1939,8,8225,0,1,0,314,1,1,0,0,4,1,1,0,0,1,0,0
5380.5597,6,0,1480,3,792,0,1,0,318,1,1,0,0,2,0,1,0,0,1,0,0
679.7873,2,1,663,2,12270,0,6,1,174,1,1,0,0,1,0,1,0,0,3,0,1
1015.6556,2,1,699,6,55715,1,6,0,260,1,1,0,0,3,0,1,0,0,1,0,1
660.8974,2,1,662,3,8820,0,1,0,174,1,1,0,1,2,0,1,1,0,1,0,0
83.0053,2,1,538,4,18664,0,1,0,258,1,1,0,0,2,0,1,0,0,1,0,0
612.1303,6,0,4,3,8739,1,1,0,309,0,0,0,0,2,0,0,0,0,1,1,0
0.8767,2,1,675,1,8267,0,1,0,348,1,1,0,0,2,0,1,0,0,1,0,0
345.7421,2,1,646,2,8261,0,1,1,258,1,1,0,0,1,0,1,0,0,1,0,0
848.5989,2,1,682,2,8268,1,1,0,442,1,1,0,0,2,0,1,0,0,1,0,1
128.4789,2,1,355,2,8834,0,1,0,174,1,1,0,0,2,0,1,0,0,1,0,0
1359.5496,4,0,110,4,21059,0,6,0,314,1,1,0,0,2,0,1,0,0,1,0,0
6211.8061,6,0,1869,1,18787,0,1,1,174,1,1,0,0,2,0,1,0,0,1,1,0
50.681,2,1,355,2,8834,0,1,0,174,1,1,0,0,2,0,1,0,0,1,0,0
966.4104,2,1,637,2,8230,1,1,1,442,1,1,0,1,1,0,1,0,0,1,0,0
326.7858,2,1,659,2,23682,0,6,1,174,1,1,0,0,2,0,1,0,1,1,0,0
508.5417,2,0,399,2,26414,0,6,0,135,0,1,0,0,1,1,0,0,0,1,0,0
1409.6283,2,1,1144,3,23809,0,1,0,462,1,1,1,0,2,0,1,0,0,1,0,0
97.7463,2,1,368,2,8278,0,1,0,174,1,1,0,0,2,0,1,0,0,1,1,0
161.9518,2,1,836,1,54943,0,1,1,318,1,1,0,0,2,0,1,0,0,1,0,0
4377.1414,2,1,682,1,8268,0,1,0,393,0,0,0,0,2,0,0,0,1,2,0,0
44.2615,2,1,368,1,17833,0,1,0,174,1,1,0,0,1,0,1,0,0,1,0,0
7461.7508,3,0,107,1,8747,0,1,0,220,1,1,0,0,2,0,1,0,0,3,0,0
5120.9995,4,0,2027,4,8275,0,1,0,385,0,1,0,1,2,0,1,0,0,1,0,0
1655.5154,4,0,126,14,12439,0,5,0,354,0,1,0,0,1,0,0,0,0,1,0,1
4348.0723,4,0,2008,2,45878,0,1,0,311,1,1,0,0,2,0,1,0,0,1,0,0
2335.7824,2,1,701,1,12225,0,6,0,174,1,1,0,0,2,0,1,0,0,1,1,0
1036.1077,4,0,126,4,5405,1,6,0,442,1,1,0,0,2,0,1,0,1,3,0,0
256.5867,2,1,682,3,8268,0,1,0,226,1,1,0,0,2,0,1,1,0,1,1,0
2410.2626,4,0,110,4,8791,1,1,0,174,1,1,0,0,2,0,1,0,1,1,0,0
4379.2845,6,0,19,2,8253,0,1,2,143,1,1,0,0,1,0,1,0,0,1,0,0
402.6612,2,1,675,3,8267,1,1,0,354,0,1,0,0,2,0,0,0,0,1,0,0
1441.3322,4,0,110,6,8791,1,1,1,258,1,1,0,0,3,0,1,0,0,2,0,1
1010.8964,2,1,682,7,4454,0,3,2,354,0,1,0,0,2,0,0,0,0,1,0,0
2514.7169,2,1,675,2,8267,1,1,0,174,1,1,0,0,1,0,1,0,0,2,0,0
5486.7609,3,0,107,3,8747,0,1,0,174,1,1,0,1,3,0,1,0,0,1,1,0
4748.8116,6,0,30,9,8821,0,1,0,155,0,1,0,0,1,1,0,0,0,1,1,0
897.3326,2,1,670,1,11998,0,1,1,352,1,1,0,0,1,0,1,0,0,1,1,0
256.8302,2,1,697,1,11337,0,1,1,363,1,1,0,1,3,0,1,0,0,1,0,0
1002.7177,2,1,411,1,8266,0,1,0,318,1,1,0,0,2,0,1,0,1,1,0,0
1822.1727,4,0,200,3,9171,1,1,0,226,1,1,1,0,2,0,1,0,1,2,0,0
13.7231,2,1,659,1,8272,0,1,0,153,1,1,0,0,2,0,1,0,1,1,0,1
96.9032,2,1,697,1,17841,0,4,0,351,1,1,0,0,1,0,1,0,0,1,0,0
4582.2786,3,0,46,2,48904,0,6,0,500,0,0,0,0,2,0,0,0,0,1,1,1
1534.0463,4,0,1503,5,11439,1,1,1,337,1,1,0,0,2,0,1,0,0,1,0,1
114.8405,2,1,365,1,12214,0,6,0,174,1,1,0,0,2,1,1,0,0,1,0,0
2567.5104,2,1,701,1,8260,0,1,0,174,1,1,1,0,2,0,1,0,0,1,0,0
824.9408,2,1,628,2,8250,0,1,0,462,1,1,0,0,2,0,1,0,0,1,0,0
5425.9648,6,0,19,10,8253,1,1,0,174,1,1,0,0,2,0,1,0,0,1,0,1
1014.1804,2,1,682,2,8268,1,1,0,258,1,1,0,0,2,0,1,0,0,1,0,0
2162.0285,4,0,1509,4,12257,1,6,4,500,0,1,0,0,2,0,1,0,0,2,0,0
2347.7791,2,1,1187,2,4658,0,3,0,462,1,1,0,0,2,0,1,0,0,1,0,0
5773.7681,6,0,1900,2,33401,0,1,0,174,1,1,0,0,2,0,1,0,0,1,0,0
8838.4148,3,0,46,4,8220,0,1,1,352,1,1,1,0,2,0,1,0,0,3,0,0
236.4535,2,1,1171,2,45278,1,6,0,258,1,1,0,0,1,0,1,0,1,1,0,1
2002.5399,2,1,366,4,17869,0,4,0,351,1,1,0,0,1,0,1,0,0,3,0,0
1727.1284,2,1,628,4,12602,0,5,0,318,1,1,0,0,4,0,1,0,0,1,0,0
80.7144,2,1,1630,1,24539,0,6,0,174,1,1,0,1,4,0,1,0,0,1,0,0
1212.012,2,1,1457,4,14984,0,1,0,348,1,1,1,0,5,0,1,0,0,1,0,0
834.2883,0,0,1023,5,8849,0,1,0,500,0,0,1,0,2,0,0,0,1,2,1,0
105.8065,2,1,1021,2,24696,0,6,0,174,1,1,0,0,2,0,1,0,0,1,0,0
114.5182,2,1,663,1,8281,0,1,2,155,0,1,1,0,2,0,0,0,0,2,0,0
65.2242,4,0,2036,6,41452,1,1,2,416,0,0,0,0,2,0,0,0,0,1,0,1
5793.8298,2,1,628,7,8250,1,1,1,172,0,0,0,0,2,0,0,0,0,2,0,0
14.8299,2,1,365,5,8254,0,1,0,174,1,1,1,0,2,0,1,1,0,3,0,0
4.1573,0,0,1258,1,8286,0,1,0,500,0,0,0,0,1,0,0,0,0,1,1,0
5007.4036,6,0,13,1,8741,0,1,0,155,0,1,0,0,2,0,1,1,0,1,0,0
1150.4812,2,1,666,5,11627,0,6,1,324,1,1,0,0,4,0,1,0,1,1,0,0
914.5958,2,1,406,3,35997,0,6,0,226,1,1,0,0,1,0,1,1,0,2,0,0
82.8952,2,1,355,2,8834,0,1,2,174,1,1,0,0,2,0,1,0,0,2,0,0
2229.358,2,1,367,3,9147,0,1,0,220,1,1,0,0,3,0,1,0,0,2,1,0
1564.6009,2,1,409,3,8243,0,1,2,346,1,1,0,0,4,0,1,0,0,1,0,1
214.7154,2,1,653,2,21645,0,1,0,184,1,1,0,0,2,0,1,0,0,2,0,0
2337.4458,2,1,365,3,8254,0,1,0,348,1,1,0,0,1,0,1,0,0,1,0,0
2391.5515,2,1,696,1,25800,0,6,0,174,1,1,0,0,2,0,1,0,0,1,0,0
921.6588,6,0,19,3,8253,0,1,2,395,0,0,0,0,2,0,0,0,0,1,0,0
26.2101,2,1,411,1,8266,0,1,0,294,1,1,0,0,4,0,1,0,0,1,0,1
1086.8387,2,1,676,2,24919,0,6,0,220,1,1,0,0,2,0,1,0,0,1,0,0
4510.1552,3,0,83,5,18569,0,1,0,500,0,0,0,0,2,1,0,0,0,1,0,0
4750.2365,6,0,919,1,15304,0,1,0,226,1,1,0,0,2,0,1,1,0,1,1,0
1821.7775,2,1,357,3,8835,0,1,0,258,1,1,0,0,2,0,1,0,0,1,0,0
594.4761,2,0,1228,1,11973,0,1,0,363,1,1,0,0,2,0,1,1,0,1,1,0
1438.5502,4,0,126,10,11938,1,1,0,258,1,1,0,1,2,0,1,1,1,1,0,0
154.1656,2,1,681,2,11319,0,1,0,331,1,1,0,0,2,0,1,0,0,3,0,0
238.7958,2,1,1235,1,26051,0,6,2,331,1,1,0,0,2,0,1,0,0,1,0,0
1347.23,4,0,1503,3,11439,0,1,0,331,1,1,0,0,2,0,1,0,0,1,0,0
3620.6584,6,0,155,5,51385,0,6,1,467,1,1,0,0,3,0,1,0,0,2,0,0
3621.2929,6,0,155,5,51385,0,6,1,467,1,1,0,0,2,0,1,0,0,1,0,0
4808.2341,6,0,29,3,53949,0,3,0,312,0,1,0,0,2,0,0,0,0,1,0,0
2374.2227,2,1,682,2,12736,0,5,0,174,1,1,0,0,2,0,1,0,0,3,0,0
50.7175,2,1,696,2,25800,0,6,2,337,1,1,0,0,2,0,1,0,0,1,0,0
1831.34,4,0,1532,6,8810,1,1,0,260,1,1,0,0,2,0,1,0,1,1,0,0
