orig_destination_distance,hotel_continent,hotel_country,hotel_market,srch_destination_id,length_of_stay,srch_destination_type_id,user_location_country_66,user_location_region,site_name_2,is_package,channel,srch_children_cnt,srch_adults_cnt,posa_continent_3,is_booking,user_location_city,cnt,date_time_MoY_January,date_time_MoY_July,date_time_MoY_June,srch_co_DoW_Friday,srch_rm_cnt
1798.7023,4,0,118,8824,7,1,1,260,1,0,0,2,2,1,0,19022,2,0,0,0,0,1
1798.7023,4,0,118,8824,6,1,1,260,1,1,9,1,3,1,0,19022,1,0,0,0,0,2
232.9684,2,1,366,4630,2,3,1,346,1,0,9,2,5,1,0,19149,1,0,0,0,0,2
2015.6847,2,1,628,8250,3,1,1,331,1,0,9,0,2,1,0,9189,1,0,0,0,1,1
367.0635,2,1,659,23682,2,6,1,174,1,0,9,0,2,1,1,24103,1,0,0,0,0,1
161.4113,2,1,1507,11975,2,1,1,348,1,0,2,0,4,1,0,56143,1,0,0,0,0,1
332.6062,2,0,384,8262,3,1,1,348,1,1,0,0,2,1,0,28556,1,0,1,0,0,1
860.5491,2,1,656,8236,3,1,1,258,1,0,3,0,4,1,0,1921,1,1,0,0,0,1
1341.1711,0,0,43,8217,3,1,0,500,0,1,9,2,3,0,0,15015,2,0,0,1,0,1
24.1602,2,1,1241,14985,1,1,1,174,1,0,9,0,2,1,1,40137,1,0,0,0,0,1
2030.8737,2,1,675,8267,5,1,0,135,0,1,9,0,2,1,0,27607,1,0,0,0,0,1
1272.0368,2,1,629,23663,2,6,0,135,0,0,9,0,2,1,1,27655,1,0,1,0,0,1
773.9401,2,1,682,6336,4,3,1,196,1,1,2,0,2,1,0,2428,1,0,0,0,1,1
926.1207,4,0,110,33919,5,6,1,442,1,0,9,0,2,1,0,28620,2,0,1,0,0,1
2437.7528,2,1,1230,8279,2,1,0,354,0,0,2,0,1,1,0,21728,1,0,0,0,0,1
228.9137,2,1,628,8250,2,1,1,174,1,0,0,0,1,1,0,24103,1,0,0,0,0,1
627.8912,2,1,368,12812,3,5,1,340,1,0,9,0,3,1,0,43356,1,0,0,0,1,1
342.4123,2,1,675,12233,5,6,0,354,0,1,9,1,4,1,0,25315,2,0,1,0,0,2
3192.4196,6,0,773,12051,2,1,0,385,0,0,0,0,2,1,0,46963,1,0,0,0,0,1
154.1433,2,1,637,8230,3,1,1,260,1,0,9,0,2,1,0,44358,1,0,0,0,0,1
1094.8828,2,1,1457,28514,4,6,1,260,1,0,3,0,2,1,0,44358,1,0,0,0,0,1
506.2799,2,1,637,8230,3,1,1,331,1,1,9,0,2,1,0,53288,3,0,0,0,0,1
203.2464,2,1,675,8267,1,1,1,363,1,0,3,0,2,1,0,12841,1,0,0,0,0,1
1448.8303,4,0,110,8791,4,1,1,363,1,1,9,0,2,1,0,12841,1,0,0,0,0,1
1514.3198,4,0,1505,11565,5,1,1,403,1,1,9,0,2,1,0,21464,1,0,0,0,0,1
783.5372,4,0,195,57192,5,6,1,403,1,1,9,0,2,1,0,36507,2,0,0,0,0,1
5877.3434,6,0,35,8785,6,1,0,393,1,1,9,0,1,1,0,11124,1,0,0,0,0,1
833.8811,2,1,637,12191,1,6,1,392,1,0,9,0,1,1,0,25778,2,0,0,0,0,1
876.7989,2,1,426,105,4,1,1,392,1,0,9,0,1,1,0,25778,1,0,0,0,0,1
184.1414,2,1,682,8268,1,1,1,220,1,0,9,0,2,1,0,8159,6,0,1,0,0,1
1973.7218,4,0,2060,8222,3,1,0,500,1,1,9,0,1,1,0,51733,1,0,0,0,0,1
1152.9046,4,0,204,20313,6,6,1,331,1,0,9,0,2,1,0,30602,1,0,0,0,1,1
617.0427,2,1,745,367,1,1,1,442,1,0,9,0,4,1,0,23258,1,0,0,1,0,2
249.2501,2,1,414,8283,2,1,1,149,1,0,9,2,2,1,0,55489,2,0,0,0,0,1
1768.3235,2,1,666,30793,3,4,1,220,1,0,9,0,2,1,0,2086,2,0,0,0,0,1
382.3324,2,1,1230,8279,2,1,1,174,1,0,1,0,2,1,0,49258,1,0,0,0,0,1
337.5139,2,1,365,8254,1,1,1,174,1,0,9,2,4,1,0,9351,2,1,0,0,0,2
4656.1066,2,1,212,12548,14,5,0,354,0,0,5,1,2,1,0,25315,1,0,0,0,1,1
2198.6219,2,1,366,4630,2,3,0,354,0,0,9,0,2,1,0,54585,1,0,0,0,0,1
630.7258,2,1,411,12228,6,6,1,220,1,0,5,0,2,1,0,31825,1,0,0,0,0,1
1761.6632,2,1,409,8243,3,1,0,135,1,1,9,0,2,1,0,36086,1,1,0,0,0,2
2214.8776,2,1,1519,26499,2,6,1,174,1,0,9,0,1,1,0,24103,4,0,0,0,0,1
2044.8865,0,0,1258,8286,4,1,0,462,0,0,0,0,2,0,0,3492,5,0,1,0,0,1
2453.6915,2,1,365,1531,1,3,1,337,1,0,8,0,1,1,0,6988,3,0,0,0,0,1
10372.4905,2,1,675,12233,5,6,0,500,0,0,9,0,4,0,0,53780,3,1,0,0,1,2
1085.9738,2,1,628,8250,9,1,0,155,0,1,9,0,2,1,0,43103,3,1,0,0,0,1
169.0746,2,0,371,12947,2,5,0,135,0,0,9,0,2,1,0,27655,2,0,0,0,0,1
863.239,2,1,628,8250,5,1,1,462,1,1,9,0,2,1,0,4272,1,0,0,0,0,1
43.5639,2,0,750,24945,1,6,0,354,0,0,9,0,2,1,0,25315,1,0,0,0,0,1
7274.686,3,0,153,45687,2,6,0,500,0,0,1,0,2,0,0,47594,1,0,0,1,0,1
4904.3735,2,1,582,19374,1,1,0,414,0,0,9,1,1,0,0,28349,1,0,0,0,0,1
2428.2492,2,1,675,8267,1,1,0,155,0,0,3,0,2,1,0,14703,1,0,0,0,0,1
2555.0731,2,1,675,7635,3,3,1,174,1,0,9,0,2,1,1,42586,1,0,0,1,0,1
1004.8327,2,1,1230,12269,1,6,0,135,0,0,3,0,2,1,0,36086,1,0,0,0,0,1
1128.0509,4,0,1508,8864,2,1,1,226,1,0,2,1,2,1,0,16923,1,0,0,0,0,1
1514.4662,2,1,686,19492,2,6,1,184,1,0,9,0,2,1,0,28561,3,0,0,0,0,1
1973.1258,4,0,1933,16823,0,5,1,352,1,1,9,0,4,1,0,7912,1,1,0,0,0,2
22.2767,2,1,550,26604,1,6,1,352,1,0,9,3,2,1,0,7912,1,0,0,0,0,1
268.7822,6,0,29,8746,1,1,0,188,0,1,0,1,3,0,0,4342,1,0,0,0,0,2
3301.9166,2,1,1336,23676,1,6,1,337,1,0,9,0,4,1,0,25954,2,0,0,0,0,1
4657.6142,6,0,2,8788,2,1,1,220,1,0,5,0,2,1,1,12647,1,0,0,0,0,1
977.66,2,1,1529,8235,1,1,1,331,1,0,9,0,1,1,0,51464,1,0,0,0,0,1
301.2769,6,0,19,8253,2,1,0,347,0,1,0,0,2,0,0,38786,1,0,0,0,0,1
924.7762,2,1,650,8830,6,1,1,442,1,0,9,0,6,1,0,35390,1,0,0,0,0,3
1562.3417,2,1,628,8250,3,1,0,354,0,1,9,0,2,1,0,33567,1,0,0,0,0,1
634.3411,2,1,674,25177,1,6,1,260,1,0,9,0,2,1,0,19022,1,0,1,0,0,1
64.5148,2,1,367,24594,1,6,1,174,1,0,9,0,2,1,0,38006,1,0,0,0,0,1
4923.1268,6,0,19,8253,5,1,1,356,1,1,9,0,1,1,0,4751,2,0,1,0,0,1
171.3035,2,1,682,8268,4,1,1,220,1,1,5,0,1,1,0,19416,3,1,0,0,0,1
2741.6697,4,0,197,8814,6,1,1,184,1,1,0,1,3,1,0,57,1,0,0,0,0,1
912.9889,2,1,690,8223,2,1,1,258,1,0,9,0,2,1,0,15851,1,0,0,0,0,1
127.4896,2,1,368,13605,2,4,1,174,1,0,9,1,2,1,0,24103,2,0,0,0,0,1
110.6127,2,1,682,8268,2,1,1,220,1,0,2,0,1,1,0,13647,2,0,0,1,0,1
146.5294,2,1,1015,12000,1,1,1,174,1,0,9,2,2,1,0,23793,1,0,0,0,0,1
0.4384,2,1,637,8230,1,1,1,258,1,0,9,0,2,1,0,4687,1,0,0,0,0,1
336.5326,2,1,453,305,2,1,1,448,1,0,9,1,2,1,1,31350,1,0,0,0,0,1
2.2745,2,1,690,12185,1,6,1,311,1,0,2,0,1,1,0,16343,1,0,0,0,0,1
1836.4745,2,1,637,12189,2,6,1,174,1,0,9,0,1,1,1,18012,1,0,0,0,0,1
1.941,2,1,723,12368,1,5,1,256,1,0,9,0,2,1,0,53274,1,0,0,0,0,1
2424.3386,2,1,358,44191,3,8,1,314,1,1,1,0,1,1,1,32759,1,0,0,0,0,1
211.2118,2,1,628,8250,2,1,1,174,1,0,0,0,2,1,0,16019,1,0,0,0,0,1
756.3826,2,1,675,8267,1,1,1,226,1,0,2,0,2,1,0,8978,1,0,0,0,0,1
17.8548,2,1,688,4931,3,3,1,314,1,0,9,0,2,1,0,18442,1,0,0,0,0,1
73.0034,2,1,663,8281,1,1,0,155,0,0,5,1,2,1,0,19334,2,0,0,0,1,1
1441.4475,2,1,1112,27070,2,1,1,447,1,1,9,0,2,1,0,25977,1,0,0,0,0,1
355.9972,2,1,628,8250,2,1,1,447,1,0,2,0,2,1,0,17734,1,0,0,0,0,1
1071.7179,2,1,628,8250,2,1,1,442,1,1,0,0,2,1,0,47956,3,0,1,0,0,1
4945.0435,6,0,27,8745,5,1,1,442,1,1,0,0,2,1,0,51886,4,0,0,0,0,1
1610.3186,3,0,1701,11815,5,1,0,462,0,1,9,0,3,0,0,3492,2,0,0,0,0,2
4082.5198,6,0,28,18652,3,6,1,348,1,0,9,0,2,1,0,24551,1,0,0,0,1,1
122.9734,2,1,663,12823,1,5,0,155,0,0,9,2,2,1,0,26065,1,0,0,0,0,1
94.1585,2,1,623,11569,2,1,1,348,1,1,9,0,2,1,0,47997,2,0,0,0,0,1
908.2714,2,1,656,12194,4,6,0,135,0,1,9,0,2,1,0,29816,1,0,1,0,1,1
451.9979,2,0,963,7259,1,1,0,135,0,0,9,0,1,1,1,36086,1,0,0,0,0,1
4298.8855,6,0,33,25096,2,1,0,135,0,0,9,0,2,1,1,27655,1,0,0,1,0,1
55.2717,2,0,370,25946,3,6,0,135,0,0,1,0,4,1,0,36086,1,0,0,0,0,1
116.9151,2,0,370,25946,2,6,0,135,0,0,1,0,5,1,0,8653,1,0,0,0,0,1
77.0715,2,1,671,8843,2,1,1,184,1,0,9,0,2,1,0,2037,2,0,0,0,0,1
707.7156,2,1,350,8216,2,1,1,442,0,1,5,0,3,1,0,35390,1,0,0,0,0,1
83.5434,2,1,367,9147,2,1,1,174,1,0,9,0,2,1,0,43471,1,0,0,0,0,1
2523.3968,2,1,213,8855,4,1,1,174,1,0,9,2,2,1,0,43471,1,0,0,0,0,1
1577.1768,4,0,99,44210,1,8,1,448,1,0,3,0,2,1,1,37123,1,0,0,0,0,1
2547.0462,2,1,663,12270,4,6,1,220,1,0,9,0,2,1,0,45912,1,0,0,0,0,1
40.4819,2,1,585,61324,3,3,1,220,1,0,0,0,2,1,0,43026,1,0,0,0,0,1
808.6006,4,0,110,8791,4,1,0,500,1,0,9,0,2,1,0,51733,1,0,0,0,0,1
5129.1367,6,0,1854,20254,6,6,0,411,0,0,9,0,2,1,0,54864,3,0,0,0,0,1
4855.8399,6,0,12,531,5,3,0,411,0,0,1,0,2,1,0,54864,4,0,0,0,0,1
5686.8897,6,0,27,12244,1,6,1,174,1,0,3,0,2,1,0,5938,2,0,0,0,0,1
1334.5448,4,0,126,11938,8,1,1,258,1,1,9,1,3,1,0,54089,1,0,0,0,0,2
123.1263,2,1,522,25736,2,1,1,348,1,0,2,4,2,1,0,48862,1,0,0,0,0,1
2415.2506,2,1,682,8268,6,1,1,174,1,1,2,1,5,1,0,52320,2,0,0,0,0,2
99.3104,2,1,1634,23693,1,1,1,153,1,0,9,1,2,1,0,20706,1,0,0,0,0,1
3648.9869,6,0,27,8745,4,1,1,337,1,1,9,0,1,1,0,7463,1,0,0,0,0,1
695.4284,2,1,409,12556,2,5,1,226,1,0,9,0,1,1,0,42300,1,0,0,0,1,1
679.5463,2,1,1230,8279,9,1,1,462,1,0,1,0,2,1,0,49272,1,0,0,0,0,1
3574.1275,6,0,19,8253,8,1,0,354,0,1,9,0,2,1,0,40193,1,0,0,0,0,1
1096.535,4,0,1400,11373,3,1,1,348,1,1,9,0,2,1,0,47997,1,0,0,1,0,1
1169.2286,4,0,1402,1630,1,1,0,500,1,0,9,0,2,1,0,657,1,0,0,0,0,1
28.45,4,0,1402,1630,1,1,1,174,1,0,9,0,2,1,1,967,1,0,0,0,0,1
706.6012,6,0,1436,243,1,1,0,308,0,1,9,0,2,0,0,54316,1,0,0,0,0,1
942.978,2,1,701,12225,1,6,1,314,1,0,4,1,2,1,0,18942,1,0,0,0,0,1
8566.7664,3,0,46,20225,4,6,1,258,0,0,2,0,1,0,0,4687,2,0,0,0,1,1
5182.4645,6,0,155,8238,2,1,1,174,1,0,9,2,3,1,0,9821,1,0,0,0,0,2
401.1119,2,1,432,159,2,1,1,348,1,0,3,1,2,1,0,24562,1,0,1,0,0,1
2564.6418,2,1,705,28588,5,6,1,462,1,0,9,0,2,1,0,5932,1,0,0,0,1,1
1381.2531,4,0,110,8791,5,1,1,314,1,1,9,2,2,1,0,17650,4,0,0,0,0,1
66.7537,2,1,363,8838,1,1,1,174,1,0,1,0,1,1,0,4452,2,0,0,0,0,1
2893.923,3,0,153,468,6,1,0,172,0,1,9,0,1,0,0,13218,1,0,0,0,0,1
4048.2978,2,1,675,8267,5,1,0,167,0,0,7,0,2,0,0,28575,1,0,0,0,0,1
249.8612,6,0,1868,56210,1,6,0,165,0,1,9,0,2,0,0,8841,4,0,0,0,0,1
847.5529,6,0,8,8234,8,1,0,259,0,1,9,0,2,0,0,16707,1,0,0,0,0,1
1049.2497,6,0,313,8252,0,1,0,318,0,1,0,0,2,0,0,39196,1,1,0,0,0,1
155.477,6,0,246,12357,1,5,0,245,0,0,9,0,2,0,1,37877,1,0,0,0,0,1
3653.5451,6,0,2,18495,2,6,1,311,1,0,9,0,2,1,0,17552,1,0,0,0,1,1
175.9237,6,0,1840,21666,1,1,0,395,0,0,9,0,2,0,0,29254,2,0,0,0,1,1
91.0037,0,0,1050,17599,1,1,0,500,0,0,9,0,2,0,0,15015,1,0,0,0,0,1
1195.1969,0,0,939,23616,8,4,0,500,0,0,9,0,2,0,0,53780,1,0,0,0,0,1
797.6189,6,0,19,8253,3,1,0,236,0,1,2,0,2,0,0,44036,4,0,0,0,0,1
634.003,2,1,1235,17563,3,1,1,351,1,0,2,0,2,1,0,55401,2,0,0,0,0,1
9.997,2,0,750,14875,1,1,0,354,0,0,9,0,2,1,0,44939,1,0,0,0,0,1
1958.5227,4,0,1509,12839,8,5,1,318,1,0,0,0,2,1,0,5206,1,0,0,0,1,1
7445.9958,3,0,1701,11815,9,1,0,480,0,1,9,0,2,0,0,38276,7,0,0,0,0,1
486.1859,2,1,656,8236,2,1,1,333,1,1,9,0,2,1,0,52482,1,0,0,0,0,1
821.8101,2,1,685,49090,3,6,1,448,1,0,9,3,2,1,0,43175,1,1,0,0,0,1
30.1814,2,0,397,26023,1,6,0,354,0,0,5,0,2,1,0,55763,1,0,0,0,0,1
169.0976,2,1,369,11620,1,1,1,174,1,0,9,0,1,1,0,25897,1,0,0,0,0,1
712.4441,2,1,675,8267,2,1,1,258,1,0,1,0,2,1,0,4687,1,0,0,0,0,1
417.9154,6,0,27,8745,4,1,0,336,0,0,9,0,2,0,0,27792,1,0,0,0,0,1
111.8987,2,0,371,8228,1,1,0,135,0,0,5,1,2,1,0,34614,1,0,0,0,0,1
2467.5834,4,0,111,8825,9,3,0,135,0,1,5,0,2,1,0,34614,1,0,0,0,0,1
284.3053,2,1,647,27475,2,6,1,324,1,1,0,0,2,1,0,30874,1,0,0,0,0,1
1560.8294,4,0,1532,8810,4,1,1,174,1,0,9,3,3,1,0,24889,1,0,0,0,0,1
604.7009,2,1,685,49089,3,6,1,331,1,0,0,2,2,1,0,38255,1,0,0,0,0,1
6994.693,3,0,230,12682,9,5,1,174,1,0,1,0,1,1,0,54089,6,0,0,1,0,1
1390.0953,4,0,1547,22391,6,1,1,294,1,1,5,0,3,1,0,3688,1,0,0,0,0,1
134.6753,2,1,191,25337,2,6,1,363,1,0,9,0,2,1,0,12841,1,0,0,0,0,1
5722.4689,6,0,27,8745,3,1,0,500,1,0,9,0,2,1,0,51733,1,0,1,0,0,1
850.6181,2,1,690,8223,4,1,1,258,1,0,9,0,2,1,0,4687,2,0,0,0,1,1
225.2432,2,1,628,8250,3,1,1,174,1,0,4,0,1,1,1,9890,1,0,0,0,0,8
795.983,4,0,126,5405,4,6,1,442,1,1,9,0,2,1,0,32940,10,0,0,0,0,1
1692.4112,4,0,126,5405,6,6,1,184,1,1,1,1,5,1,0,2037,1,0,0,0,0,2
9630.9329,3,0,44,11815,6,1,1,467,1,1,9,0,2,1,0,36345,3,0,0,0,0,1
179.7934,2,1,676,12615,3,5,1,311,1,0,9,0,2,1,0,38374,1,0,0,0,0,1
1325.6886,2,1,411,8266,3,1,1,153,1,0,9,0,2,1,0,14752,1,0,0,0,0,1
0.8941,6,0,29,8746,6,1,0,395,1,0,1,0,2,1,0,29254,1,0,1,0,0,1
1079.7476,2,1,411,54517,1,6,1,184,1,0,9,3,4,1,0,2037,1,0,1,0,0,1
1051.4566,4,0,1509,12257,3,6,1,220,1,0,9,0,2,1,0,19416,10,0,0,1,0,1
1096.5109,2,1,1457,28514,7,6,1,363,1,1,3,0,1,1,0,21914,1,0,0,0,0,1
171.118,2,1,1030,600,2,1,1,258,1,0,5,0,2,1,0,2592,1,0,0,0,0,1
1965.2311,2,1,648,11821,3,1,1,311,1,1,9,0,1,1,0,30031,1,0,0,0,0,1
572.4697,4,0,1508,8864,3,1,1,220,1,1,9,0,2,1,0,285,1,0,0,0,0,1
1200.5973,2,0,397,26022,2,6,1,442,1,0,9,0,1,1,0,7689,1,0,0,0,0,1
8777.9385,3,0,73,21222,5,1,1,363,1,1,9,0,1,1,0,12346,1,0,0,0,0,1
112.5121,2,1,365,29931,2,4,1,174,0,0,9,1,2,1,0,5938,1,0,0,0,0,1
764.4023,2,1,628,8250,3,1,1,462,1,1,1,0,2,1,0,14703,1,1,0,0,0,1
2522.8608,2,1,1230,8279,5,1,0,385,0,1,0,0,4,1,0,20807,2,1,0,0,0,2
63.1903,2,1,701,12227,1,6,1,220,1,0,0,1,2,1,0,40105,2,0,0,0,0,1
5465.1879,6,0,19,8253,7,1,1,174,1,0,9,0,2,1,0,11984,1,0,0,1,0,1
2575.7144,2,1,212,669,3,3,1,174,1,1,9,0,2,1,0,16019,2,0,0,0,0,1
5350.6799,6,0,2,8788,3,1,0,155,0,0,5,0,2,1,0,26065,2,0,0,0,1,1
6792.9162,4,0,2034,8815,8,1,1,462,1,1,9,0,2,1,0,43311,1,0,0,0,1,1
533.9121,6,0,2,8788,4,1,0,395,0,1,1,0,4,0,0,29254,1,0,0,0,0,1
394.824,2,1,593,19535,2,1,1,220,1,0,0,0,2,1,0,8159,2,0,0,0,0,1
1735.2898,2,1,368,8278,4,1,1,258,1,0,9,0,1,1,0,4687,1,1,0,0,0,1
161.4644,2,1,1301,25385,1,1,1,448,1,0,9,1,2,1,0,53078,2,0,1,0,0,1
1976.0803,2,1,628,8250,4,1,1,348,1,0,9,0,2,1,0,18146,1,0,0,0,0,1
1412.3858,2,1,675,12233,1,6,1,442,0,0,9,0,1,1,0,12416,1,0,0,0,0,1
197.9738,2,1,931,1435,1,3,1,340,1,0,9,0,2,1,1,6974,1,0,0,0,0,1
50.6742,2,1,648,41460,1,4,1,340,1,0,9,0,3,1,0,6974,1,0,0,1,0,2
335.147,2,1,225,25587,2,1,0,354,0,0,9,0,2,1,0,50386,1,0,0,0,0,1
5601.0238,6,0,12,8740,2,1,1,462,1,0,0,2,2,1,0,41866,1,0,0,0,0,1
5745.4296,6,0,29,8746,2,1,1,462,1,1,0,2,2,1,0,41866,1,0,0,0,0,1
8034.7016,3,0,153,468,6,1,1,442,1,1,3,0,2,1,0,76,1,0,0,0,1,1
712.3518,2,1,637,8230,2,1,1,348,1,0,9,0,1,1,0,48862,1,0,0,1,1,1
2395.3805,2,1,212,669,4,3,1,174,1,0,9,0,2,1,0,24889,1,0,0,0,0,1
295.8601,6,0,1614,8745,3,1,0,171,1,1,9,0,2,1,0,28107,1,0,0,0,0,1
5912.833,2,1,628,8250,8,1,0,416,0,0,5,0,2,0,0,52936,1,0,0,0,0,1
4488.9467,6,0,36,21451,4,6,1,351,1,0,0,0,1,1,1,39058,1,0,1,0,0,1
1115.1306,4,0,1532,8810,5,1,1,174,1,0,2,2,2,1,0,5938,1,0,1,0,1,1
2042.8949,4,0,111,8825,5,3,1,174,1,1,9,1,3,1,0,5938,1,0,0,0,0,2
1553.1865,4,0,110,12188,4,6,1,348,1,0,9,0,2,1,0,48862,1,0,0,0,0,1
1959.4416,2,1,628,8250,2,1,1,363,1,0,2,0,2,1,0,19397,1,0,0,0,1,1
2662.5742,2,1,213,8855,6,1,1,462,1,1,9,0,2,1,0,52482,5,0,0,0,0,1
7751.5852,3,0,47,12749,4,5,1,220,1,0,5,0,5,1,0,19416,2,0,0,0,0,3
5228.8778,6,0,19,8253,0,1,1,346,1,1,0,0,0,1,0,31371,1,0,1,0,1,1
110.5254,2,1,587,1493,5,1,1,346,1,0,0,0,2,1,0,31371,1,0,0,0,0,1
9285.5185,3,0,1490,23388,1,6,1,442,1,0,9,1,2,1,0,31674,3,0,0,0,0,1
154.8429,6,0,22,8806,1,1,0,219,1,1,9,0,1,1,0,42884,1,1,0,0,0,1
5055.6995,6,0,951,12319,1,5,0,354,0,0,0,0,2,1,0,48951,2,0,0,0,1,1
105.0715,2,1,365,12603,1,5,1,174,1,0,0,2,1,1,0,40789,1,0,0,1,0,1
956.6762,2,1,685,49090,2,6,1,363,1,1,9,0,2,1,0,27752,1,0,0,0,0,1
1677.0188,2,0,381,8287,2,1,0,135,0,1,9,0,1,1,0,27655,1,0,0,0,0,1
101.5655,2,1,623,59146,1,4,1,348,1,0,4,0,4,1,0,876,1,0,0,0,0,1
973.3322,2,1,628,8250,2,1,0,155,0,0,9,0,3,1,0,17143,1,0,0,0,0,1
2460.893,2,1,365,12603,1,5,1,348,1,0,9,0,4,1,0,47997,1,0,0,1,1,2
909.2501,2,1,682,17520,5,3,1,351,1,0,0,1,2,1,0,39058,1,0,1,0,0,1
1373.6482,2,1,675,8267,4,1,1,442,1,0,9,0,2,1,0,76,1,0,0,0,0,1
5252.1956,6,0,1901,60650,1,6,1,153,1,0,9,0,2,1,0,20706,1,0,0,0,0,1
2142.4281,2,1,675,8267,3,1,1,153,1,0,9,0,4,1,0,20706,3,0,0,0,0,1
2062.156,2,1,411,8266,1,1,1,356,1,1,1,0,0,1,1,22202,1,0,1,0,0,1
8066.0762,3,0,1242,8819,6,1,1,462,1,0,9,0,1,1,0,16353,1,0,0,0,0,1
218.1846,2,1,691,19261,3,1,1,337,1,0,9,0,2,1,0,7463,2,0,1,0,0,1
6175.7988,4,0,1987,45731,12,1,0,155,0,0,9,0,2,1,0,17143,1,0,0,0,0,1
2306.4471,2,1,365,12217,2,6,1,196,1,0,9,1,1,1,0,2428,1,0,0,0,0,1
338.6404,2,1,411,8266,2,1,1,442,1,1,9,0,2,1,0,35574,1,0,0,0,0,1
837.8556,2,1,656,8236,1,1,1,467,1,0,9,3,2,1,0,19784,1,0,0,0,0,1
416.51,2,1,628,8250,2,1,1,174,1,0,9,0,3,1,1,26232,1,0,0,0,0,3
7520.6032,3,0,811,952,5,3,1,174,1,0,9,0,2,1,0,26232,1,0,1,0,0,1
1763.1917,2,1,628,8250,4,1,1,226,1,1,0,0,2,1,0,56030,1,0,0,0,0,1
740.366,2,1,681,12700,4,5,1,258,1,0,9,0,2,1,0,4687,1,0,0,0,0,1
5740.5506,0,0,59,11917,6,1,1,258,1,0,1,0,2,1,0,4687,1,0,0,1,1,1
3370.7968,6,0,10,30337,5,1,0,354,0,0,9,0,2,1,0,43201,1,0,0,0,0,1
1642.7146,2,0,374,8798,9,1,0,354,0,1,9,0,1,1,0,43201,1,0,0,0,0,1
776.7786,4,0,196,11335,9,1,1,348,1,1,9,0,1,1,0,48862,1,0,0,0,0,1
3667.3736,6,0,19,8253,2,1,1,196,1,0,9,0,2,1,0,2428,1,0,0,0,0,1
2284.3162,2,1,191,17614,2,5,1,174,1,0,9,1,1,1,0,23706,1,0,0,0,0,1
192.8115,2,1,554,11547,2,1,1,448,1,0,0,0,2,1,0,53078,1,0,0,0,0,1
1267.6978,4,0,110,8791,3,1,1,448,1,1,9,0,2,1,0,53078,1,0,0,0,0,1
2198.1178,2,1,682,12654,5,5,1,174,1,0,9,2,5,1,0,24103,5,0,1,0,0,1
2324.4407,2,1,1230,8279,1,1,1,331,1,0,1,1,2,1,0,31441,1,0,0,0,0,1
2175.9143,2,1,701,12225,1,6,1,346,1,0,9,0,2,1,0,31371,1,0,0,0,0,1
213.1541,2,1,686,12008,1,1,1,220,1,0,9,2,2,1,0,33119,1,0,0,0,0,1
755.3376,2,1,363,24125,5,6,0,155,0,0,9,0,2,1,1,14703,1,0,0,0,0,1
4928.091,3,0,107,8747,2,1,0,462,0,0,5,1,2,0,0,3492,1,0,0,0,0,1
8528.3867,6,0,919,20180,3,6,0,462,0,0,5,0,3,0,1,3492,1,0,0,0,0,1
1829.7861,2,0,377,11813,2,1,0,354,0,0,9,0,2,1,0,53713,1,0,1,0,0,1
1044.6511,2,1,701,8260,3,1,1,337,1,1,4,0,3,1,1,467,1,0,0,0,0,1
4923.9724,6,0,19,12618,7,5,1,356,1,0,9,2,2,1,0,4751,1,0,0,0,0,1
4581.3932,3,0,61,6581,2,6,0,500,0,0,7,0,2,0,0,23566,1,0,0,0,0,1
4786.5466,3,0,47,21690,7,6,0,172,0,0,9,0,4,0,0,13218,1,0,0,0,0,2
2706.1675,2,1,214,8857,7,1,1,462,1,1,9,0,1,1,0,52482,2,0,0,0,0,1
24.7998,2,1,368,8278,37,1,1,174,1,1,9,0,1,1,0,5938,1,0,0,0,0,1
115.7513,2,0,1657,25998,1,1,0,354,0,0,1,0,4,1,0,25315,1,0,0,0,0,1
348.0061,2,1,675,7635,2,3,0,354,0,0,9,0,2,1,1,41495,1,0,0,0,0,1
6085.701,3,0,107,19547,4,6,0,436,0,0,9,0,2,0,1,385,1,0,0,0,0,1
4734.1643,4,0,205,20119,5,1,0,157,0,0,9,0,2,0,0,34868,1,0,0,0,0,1
8456.0549,0,0,1193,8807,4,1,0,157,0,0,0,0,2,0,0,34868,1,0,0,0,0,1
2133.9656,4,0,110,8791,7,1,1,174,1,1,9,1,2,1,0,42284,2,0,0,0,0,1
5756.7863,2,1,1015,10369,2,1,0,172,0,0,3,0,2,0,0,14193,1,0,0,0,0,1
926.6347,6,0,13,8741,3,1,0,189,0,0,0,0,4,0,0,38883,1,0,0,0,0,2
6129.9735,3,0,107,8505,7,6,0,395,0,0,9,0,2,0,0,29254,3,0,1,0,0,1
5559.4155,3,0,252,18868,9,6,0,172,0,0,5,1,2,0,0,49471,2,0,1,0,0,1
2311.0675,4,0,1532,8810,4,1,1,348,1,1,9,0,2,1,0,53377,2,0,0,0,0,1
2660.7457,4,0,126,11938,10,1,0,135,0,1,2,0,2,1,0,27655,4,0,0,0,0,1
255.0099,2,1,1230,8279,2,1,1,174,1,0,9,0,2,1,0,56413,1,0,0,0,0,1
6718.3152,3,0,160,12715,1,5,1,189,1,0,0,0,1,1,0,17017,2,0,0,0,0,1
1439.3047,2,1,649,8214,1,1,1,462,1,0,9,0,2,1,0,52482,2,0,0,0,0,1
922.2874,2,1,701,8260,1,1,1,448,1,1,9,0,4,1,0,25538,3,0,0,0,0,1
