SalePrice,Id,LotArea,BsmtUnfSF,TotalBsmtSF,GrLivArea,LotFrontage,GarageArea,1stFlrSF,BsmtFinSF1,MasVnrArea,WoodDeckSF,YearBuilt,YearRemodAdd,OpenPorchSF,MoSold,2ndFlrSF,GarageYrBlt,ScreenPorch,OverallCond,BsmtFinSF2,BedroomAbvGr,OverallQual,EnclosedPorch,TotRmsAbvGrd,YrSold,MSSubClass,Neighborhood_StoneBr,Neighborhood_CollgCr,Exterior2nd_Stucco,Neighborhood_SawyerW
118000.0,364,1680,321.0,483.0,987,21.0,264.0,483,162.0,510.0,250,1972,2007,0,5,504,1972.0,0,8,0.0,2,6,0,5,2009,160,0,0,0,0
190000.0,365,18800,84.0,796.0,1574,69.30579531442663,566.0,790,712.0,120.0,306,1976,1976,111,7,784,1976.0,0,5,0.0,3,6,0,6,2006,60,0,0,0,0
147000.0,366,10690,216.0,672.0,1344,59.0,468.0,672,456.0,0.0,0,1920,1997,128,7,672,1964.0,0,7,0.0,3,5,218,6,2009,70,0,0,0,0
159000.0,367,9500,785.0,1394.0,1394,69.30579531442663,514.0,1394,609.0,247.0,0,1963,1963,76,7,0,1963.0,185,5,0.0,3,6,0,6,2009,20,0,0,0,0
165000.0,368,9150,728.0,1099.0,1431,101.0,296.0,1431,371.0,305.0,64,1962,1962,110,12,0,1962.0,0,5,0.0,3,6,0,6,2008,80,0,0,0,0
132000.0,369,7800,728.0,1268.0,1268,78.0,244.0,1268,540.0,200.0,0,1954,1954,98,3,0,1954.0,0,6,0.0,2,5,0,7,2010,20,0,0,0,0
162000.0,370,9830,733.0,1063.0,1287,69.30579531442663,576.0,1287,72.0,0.0,364,1959,2006,17,3,0,1997.0,182,7,258.0,3,5,0,7,2010,20,0,0,0,0
172400.0,371,8121,953.0,953.0,1664,69.30579531442663,460.0,953,0.0,0.0,100,2000,2000,40,1,711,2000.0,0,5,0.0,3,6,0,7,2006,60,0,0,0,0
134432.0,372,17120,0.0,0.0,1588,80.0,680.0,1120,0.0,0.0,0,1959,1959,59,7,468,1991.0,0,4,0.0,4,4,0,7,2008,50,0,0,0,0
125000.0,373,7175,0.0,744.0,752,50.0,264.0,752,623.0,0.0,353,1984,1984,0,2,0,1984.0,90,5,121.0,2,6,0,4,2010,120,0,0,0,1
123000.0,374,10634,0.0,608.0,1319,79.0,270.0,1319,428.0,0.0,66,1953,1953,0,11,0,1953.0,0,6,180.0,3,5,0,5,2009,20,0,0,0,0
219500.0,375,8200,847.0,847.0,1928,65.0,434.0,847,0.0,0.0,100,2003,2004,48,7,1081,2003.0,0,5,0.0,4,7,0,8,2007,60,0,1,0,0
61000.0,376,10020,333.0,683.0,904,69.30579531442663,0.0,904,350.0,0.0,0,1922,1950,0,3,0,0.0,0,1,0.0,1,1,0,4,2009,30,0,0,0,0
148000.0,377,8846,572.0,870.0,914,57.0,576.0,914,298.0,0.0,0,1996,1996,0,7,0,1998.0,0,5,0.0,2,5,0,5,2006,85,0,1,0,0
340000.0,378,11143,1580.0,1580.0,2466,102.0,610.0,1580,0.0,0.0,159,2004,2005,214,12,886,2004.0,0,5,0.0,4,8,0,8,2007,60,0,0,0,0
394432.0,379,11394,411.0,1856.0,1856,88.0,834.0,1856,1445.0,350.0,113,2010,2010,0,6,0,2010.0,0,2,0.0,1,9,0,8,2010,20,1,0,0,0
179000.0,380,8123,982.0,982.0,1800,60.0,463.0,1007,0.0,16.0,100,2000,2000,63,6,793,2000.0,0,5,0.0,3,6,0,7,2009,60,0,0,0,0
127000.0,381,5000,808.0,1026.0,1691,50.0,308.0,1026,218.0,0.0,0,1924,1950,0,5,665,1924.0,0,6,0.0,3,5,242,6,2010,50,0,0,0,0
187750.0,382,7200,1293.0,1293.0,1301,60.0,572.0,1301,0.0,0.0,216,2006,2006,121,8,0,2006.0,0,5,0.0,2,7,0,5,2006,20,0,0,0,0
213500.0,383,9245,939.0,939.0,1797,79.0,639.0,939,0.0,0.0,144,2006,2006,53,4,858,2006.0,0,5,0.0,3,7,0,8,2007,60,0,1,0,0
76000.0,384,9000,784.0,784.0,784,60.0,360.0,784,0.0,0.0,0,1928,1950,0,10,0,1950.0,0,3,0.0,2,6,91,5,2009,45,0,0,0,1
240000.0,385,53107,595.0,1580.0,1953,69.30579531442663,501.0,1079,985.0,0.0,216,1992,1992,231,6,874,1992.0,0,5,0.0,3,6,0,9,2007,60,0,0,0,0
192000.0,386,3182,1232.0,1256.0,1269,43.0,430.0,1269,24.0,16.0,146,2004,2005,20,4,0,2004.0,144,5,0.0,2,8,0,6,2010,120,0,0,0,0
81000.0,387,8410,658.0,658.0,1184,58.0,0.0,658,0.0,0.0,0,1910,1996,151,5,526,0.0,0,3,0.0,5,5,0,8,2006,50,0,0,0,0
125000.0,388,7200,410.0,1041.0,1125,72.0,352.0,1125,631.0,255.0,296,1976,1976,0,10,0,1977.0,0,6,0.0,3,6,0,6,2009,80,0,0,0,0
191000.0,389,9382,1468.0,1468.0,1479,93.0,577.0,1479,0.0,125.0,120,1999,2000,25,7,0,1999.0,0,5,0.0,3,7,0,6,2008,20,0,1,0,0
426000.0,390,12474,402.0,1682.0,2332,96.0,846.0,1742,1280.0,272.0,196,2007,2008,134,8,590,2008.0,0,5,0.0,3,10,0,9,2008,60,0,0,0,0
119000.0,391,8405,229.0,861.0,1367,50.0,384.0,961,241.0,0.0,0,1900,1950,130,4,406,1978.0,0,8,391.0,4,5,112,7,2008,50,0,0,0,0
215000.0,392,12209,114.0,804.0,1961,71.0,560.0,804,690.0,0.0,125,2001,2002,192,6,1157,2001.0,0,5,0.0,3,6,0,7,2009,60,0,0,0,0
106500.0,393,8339,0.0,0.0,882,69.30579531442663,294.0,882,0.0,0.0,0,1959,1959,0,7,0,1959.0,0,7,0.0,3,5,0,5,2007,20,0,0,0,0
100000.0,394,7446,522.0,788.0,788,69.30579531442663,0.0,788,266.0,0.0,0,1941,1950,0,4,0,0.0,0,5,0.0,2,4,0,4,2006,30,0,0,0,0
109000.0,395,10134,735.0,735.0,1034,60.0,240.0,735,0.0,0.0,0,1940,1950,39,7,299,1940.0,0,6,0.0,2,5,0,5,2007,50,0,0,0,0
129000.0,396,9571,405.0,1144.0,1144,68.0,596.0,1144,739.0,0.0,44,1956,1956,0,6,0,1956.0,0,6,0.0,3,5,0,6,2010,20,0,0,0,0
123000.0,397,7200,117.0,894.0,894,60.0,600.0,894,777.0,0.0,215,1972,1972,0,9,0,1985.0,0,5,0.0,2,5,0,6,2009,20,0,1,0,0
169500.0,398,7590,324.0,864.0,1812,69.0,264.0,876,540.0,288.0,0,1962,1962,168,7,936,1962.0,0,5,0.0,4,5,0,8,2007,60,0,0,0,0
67000.0,399,8967,961.0,961.0,1077,60.0,338.0,1077,0.0,0.0,0,1920,1950,0,11,0,1920.0,0,2,0.0,2,5,0,6,2007,30,0,0,0,0
241000.0,400,8125,280.0,1092.0,1550,65.0,438.0,1112,812.0,100.0,0,2006,2007,168,10,438,2007.0,0,5,0.0,2,7,0,7,2009,60,0,0,0,0
245500.0,401,14963,474.0,1260.0,1288,38.0,500.0,1288,786.0,0.0,120,1996,1996,30,12,0,1996.0,224,5,0.0,1,8,0,4,2008,120,0,0,0,0
164990.0,402,8767,1286.0,1310.0,1310,65.0,400.0,1310,24.0,0.0,0,2005,2005,0,7,0,2005.0,0,5,0.0,3,7,0,6,2006,20,0,1,0,0
108000.0,403,10200,672.0,672.0,672,60.0,240.0,672,0.0,0.0,168,1940,1997,0,8,0,1940.0,0,8,0.0,2,5,0,4,2008,30,0,0,0,0
258000.0,404,12090,1141.0,1141.0,2263,93.0,420.0,1165,0.0,650.0,144,1998,1998,123,7,1098,1998.0,0,5,0.0,4,8,0,10,2006,60,0,0,0,0
168000.0,405,10364,806.0,806.0,1572,69.30579531442663,373.0,806,0.0,0.0,0,1995,1996,40,5,766,1995.0,0,5,0.0,3,6,0,7,2007,60,0,0,0,0
150000.0,406,9991,165.0,1281.0,1620,69.30579531442663,490.0,1620,1116.0,0.0,120,1976,1993,78,6,0,1993.0,0,4,0.0,3,4,0,8,2009,20,0,0,0,0
115000.0,407,10480,1064.0,1064.0,1639,51.0,240.0,1166,0.0,0.0,0,1936,1950,0,3,0,1936.0,0,5,0.0,3,6,0,6,2008,50,0,0,0,0
177000.0,408,15576,840.0,840.0,1680,63.0,308.0,840,0.0,0.0,0,1915,1976,0,3,840,1960.0,0,7,0.0,4,6,160,8,2008,70,0,0,0,0
280000.0,409,14154,1063.0,1063.0,2172,109.0,947.0,1071,0.0,350.0,192,2006,2006,62,8,1101,2006.0,0,5,0.0,3,7,0,9,2007,60,0,0,0,0
339750.0,410,10800,245.0,1034.0,2078,85.0,836.0,1050,789.0,100.0,0,2007,2008,102,4,1028,2008.0,0,5,0.0,3,8,0,8,2008,60,0,0,0,0
60000.0,411,9571,1276.0,1276.0,1276,68.0,350.0,1276,0.0,0.0,0,1958,1958,0,6,0,1958.0,0,3,0.0,3,5,0,5,2009,20,0,0,0,0
145000.0,412,34650,0.0,1056.0,1056,100.0,572.0,1056,1056.0,0.0,264,1955,1955,0,1,0,1955.0,0,5,0.0,3,5,0,5,2006,190,0,0,0,0
222000.0,413,4403,892.0,1470.0,1478,69.30579531442663,484.0,1478,578.0,432.0,0,2009,2009,144,6,0,2009.0,0,5,0.0,2,7,0,7,2010,20,0,0,0,0
115000.0,414,8960,1008.0,1008.0,1028,56.0,360.0,1028,0.0,0.0,0,1927,1950,0,3,0,1927.0,0,6,0.0,2,5,130,5,2010,30,0,0,0,0
228000.0,415,11228,499.0,1080.0,2097,59.0,678.0,1080,50.0,0.0,196,1993,1993,187,12,1017,1993.0,0,5,531.0,3,7,0,9,2008,60,0,0,0,1
181134.0,416,8899,1316.0,1340.0,1340,73.0,396.0,1340,24.0,0.0,100,2007,2007,30,8,0,2007.0,0,5,0.0,3,7,0,6,2007,20,0,0,0,0
149500.0,417,7844,463.0,672.0,1400,74.0,440.0,672,209.0,203.0,0,1978,1978,0,3,728,1978.0,0,7,0.0,3,6,0,6,2006,60,0,0,0,0
239000.0,418,22420,242.0,1370.0,2624,86.0,864.0,1370,1128.0,0.0,0,1918,1950,0,11,1254,1918.0,0,6,0.0,4,6,0,10,2007,70,0,0,1,0
126000.0,419,8160,444.0,756.0,1134,60.0,240.0,756,312.0,0.0,0,1940,1950,0,4,378,1940.0,0,6,0.0,3,5,0,7,2007,50,0,0,0,0
142000.0,420,8450,281.0,1056.0,1056,65.0,304.0,1056,775.0,0.0,0,1968,1968,85,7,0,1968.0,0,6,0.0,3,5,184,6,2010,20,0,0,0,0
206300.0,421,7060,35.0,1344.0,1344,78.0,784.0,1344,1309.0,200.0,0,1997,1998,0,11,0,1997.0,0,5,0.0,2,7,0,8,2008,90,0,0,0,0
215000.0,422,16635,356.0,1602.0,1602,69.30579531442663,529.0,1602,1246.0,126.0,240,1977,2000,0,6,0,1977.0,0,7,0.0,3,6,0,8,2009,20,0,0,0,0
113000.0,423,21750,988.0,988.0,988,100.0,520.0,988,0.0,0.0,0,1954,1954,0,2,0,1954.0,0,5,0.0,2,5,0,4,2008,20,0,0,0,0
315000.0,424,9200,484.0,1470.0,2630,80.0,696.0,1470,986.0,473.0,0,1998,1998,66,6,1160,1998.0,0,5,0.0,4,8,0,8,2008,60,0,0,0,0
139000.0,425,9000,580.0,1196.0,1196,72.0,297.0,1196,616.0,74.0,0,1956,1956,44,5,0,1956.0,0,5,0.0,2,6,0,6,2008,20,0,0,0,0
135000.0,426,3378,651.0,651.0,1389,60.0,240.0,707,0.0,0.0,0,1946,1992,0,9,682,1947.0,0,8,0.0,3,7,126,6,2009,60,0,0,0,0
275000.0,427,12800,0.0,1518.0,1644,69.30579531442663,569.0,1644,1518.0,145.0,80,1989,1989,0,8,0,1989.0,396,5,0.0,2,7,0,5,2009,80,0,0,0,1
109008.0,428,8593,619.0,907.0,907,77.0,352.0,907,288.0,0.0,0,1957,1957,0,7,0,1964.0,0,6,0.0,3,4,0,5,2008,20,0,0,0,0
195400.0,429,6762,544.0,1208.0,1208,64.0,628.0,1208,664.0,108.0,105,2007,2007,54,9,0,2007.0,0,5,0.0,2,7,0,6,2007,20,0,1,0,0
175000.0,430,11457,387.0,1392.0,1412,130.0,576.0,1412,1005.0,0.0,0,1988,1988,0,3,0,1988.0,0,5,0.0,3,6,169,6,2009,20,0,0,0,0
85400.0,431,1680,96.0,483.0,987,21.0,264.0,483,387.0,232.0,0,1971,1971,0,7,504,1971.0,0,5,0.0,2,6,0,4,2008,160,0,0,0,0
79900.0,432,5586,901.0,901.0,1198,60.0,0.0,1088,0.0,0.0,0,1920,1998,98,9,110,0.0,0,7,0.0,4,6,0,7,2008,50,0,0,0,0
122500.0,433,1920,294.0,765.0,1365,24.0,440.0,765,471.0,376.0,240,1971,1971,36,8,600,1971.0,0,5,0.0,2,5,0,6,2007,160,0,0,0,0
181000.0,434,10839,926.0,926.0,1604,100.0,470.0,926,0.0,0.0,0,1997,1998,36,7,678,1997.0,0,5,0.0,3,6,0,7,2008,60,0,0,0,0
81000.0,435,1890,135.0,630.0,630,21.0,0.0,630,495.0,0.0,88,1972,1972,0,6,0,0.0,0,7,0.0,1,4,0,3,2008,180,0,0,0,0
212000.0,436,10667,70.0,799.0,1661,43.0,550.0,827,385.0,0.0,158,1996,1996,61,4,834,1996.0,0,6,344.0,3,7,0,6,2009,60,0,1,0,0
116000.0,437,4400,648.0,648.0,1118,40.0,440.0,734,0.0,0.0,0,1920,1950,0,10,384,1990.0,0,8,0.0,2,6,0,6,2006,50,0,0,1,0
119000.0,438,6000,884.0,884.0,904,50.0,180.0,904,0.0,0.0,0,1926,2004,0,1,0,1926.0,0,7,0.0,2,6,105,4,2009,45,0,0,0,0
90350.0,439,4280,75.0,440.0,694,40.0,352.0,694,365.0,0.0,0,1913,2002,0,3,0,1990.0,0,6,0.0,2,5,34,4,2007,30,0,0,1,0
110000.0,440,12354,684.0,684.0,1196,67.0,528.0,684,0.0,0.0,0,1920,2000,46,8,512,2005.0,0,8,0.0,3,6,0,7,2009,50,0,0,0,0
555000.0,441,15431,788.0,3094.0,2402,105.0,672.0,2402,1767.0,200.0,0,2008,2008,72,4,0,2008.0,170,5,539.0,2,10,0,10,2009,20,0,0,0,0
118000.0,442,12108,1307.0,1440.0,1440,92.0,0.0,1440,133.0,270.0,0,1955,1955,0,9,0,0.0,0,4,0.0,4,4,0,8,2008,90,0,0,0,0
162900.0,443,6240,1078.0,1078.0,1573,52.0,360.0,1128,0.0,0.0,0,1930,1992,0,6,445,1930.0,0,7,0.0,3,5,0,8,2008,50,0,0,0,0
172500.0,444,3922,1258.0,1258.0,1258,53.0,648.0,1258,0.0,72.0,144,2006,2007,16,6,0,2007.0,0,5,0.0,2,7,0,6,2007,120,0,0,0,0
210000.0,445,8750,273.0,915.0,1908,70.0,493.0,933,642.0,0.0,144,1994,1995,133,7,975,1994.0,0,5,0.0,4,7,0,8,2008,60,0,1,0,0
127500.0,446,9855,1436.0,1436.0,1689,73.0,480.0,1689,0.0,0.0,0,1956,1956,0,11,0,1956.0,0,5,0.0,3,6,0,7,2009,20,0,0,0,0
190000.0,447,16492,557.0,1517.0,1888,137.0,578.0,1888,247.0,0.0,0,1966,2002,0,6,0,1966.0,0,6,713.0,2,6,0,6,2010,20,0,0,0,0
199900.0,448,11214,930.0,930.0,1886,69.30579531442663,431.0,956,0.0,0.0,89,1998,1999,0,7,930,1998.0,0,5,0.0,4,7,0,10,2006,60,0,0,0,0
119500.0,449,8600,780.0,780.0,1376,50.0,198.0,780,0.0,0.0,0,1937,1950,0,6,596,1937.0,0,6,0.0,3,6,0,7,2006,50,0,0,0,0
120000.0,450,6000,318.0,649.0,1183,50.0,308.0,679,331.0,0.0,0,1948,2002,176,6,504,1981.0,0,7,0.0,2,3,0,6,2007,50,0,0,0,0
110000.0,451,5684,813.0,813.0,813,70.0,270.0,813,0.0,0.0,0,1930,2005,113,6,0,1932.0,0,8,0.0,2,6,0,5,2006,30,0,0,0,0
280000.0,452,70761,878.0,1533.0,1533,62.0,576.0,1533,655.0,0.0,200,1975,1975,54,12,0,1975.0,0,5,0.0,2,7,0,5,2006,20,0,0,0,0
204000.0,453,9303,130.0,872.0,1756,69.30579531442663,422.0,888,742.0,42.0,144,1996,1997,122,7,868,1996.0,0,5,0.0,3,6,0,7,2007,60,0,0,0,0
210000.0,454,9000,768.0,768.0,1590,75.0,676.0,786,0.0,0.0,0,2008,2008,30,6,804,2008.0,0,5,0.0,3,8,0,6,2009,60,0,0,0,0
188000.0,455,9297,122.0,1728.0,1728,63.0,560.0,1728,1606.0,0.0,0,1976,1976,0,7,0,1976.0,0,5,0.0,4,5,0,8,2006,90,0,0,0,0
175500.0,456,9600,326.0,1242.0,1242,80.0,528.0,1242,916.0,320.0,0,1973,1973,0,9,0,1973.0,0,6,0.0,3,7,0,6,2007,20,0,0,0,0
98000.0,457,4571,624.0,624.0,1344,34.0,513.0,624,0.0,0.0,0,1916,1950,0,5,720,1916.0,0,5,0.0,4,5,96,7,2008,70,0,0,0,0
256000.0,458,53227,248.0,1364.0,1663,69.30579531442663,529.0,1663,1116.0,0.0,224,1954,1994,137,3,0,1954.0,0,6,0.0,2,4,0,6,2008,20,0,0,0,0
161000.0,459,5100,588.0,588.0,1666,69.30579531442663,228.0,833,0.0,0.0,192,1925,1996,63,6,833,1925.0,0,7,0.0,3,8,0,7,2008,70,0,0,0,0
110000.0,460,7015,524.0,709.0,1203,69.30579531442663,352.0,979,185.0,161.0,0,1950,1950,0,7,224,1950.0,0,4,0.0,3,5,248,5,2009,50,0,0,0,0
263435.0,461,8004,288.0,832.0,1935,75.0,552.0,832,544.0,110.0,0,2009,2009,150,12,1103,2009.0,0,5,0.0,3,8,0,8,2009,60,0,0,0,0
155000.0,462,7200,0.0,560.0,1135,60.0,576.0,575,350.0,0.0,256,1936,2007,0,4,560,1971.0,0,9,210.0,3,7,0,6,2009,70,0,0,0,0
62383.0,463,8281,0.0,864.0,864,60.0,360.0,864,553.0,0.0,0,1965,1965,0,12,0,1965.0,0,5,311.0,3,5,236,5,2009,20,0,0,0,0
188700.0,464,11988,389.0,715.0,1660,74.0,240.0,849,326.0,0.0,0,1934,1995,0,8,811,1939.0,0,7,0.0,3,6,0,6,2008,70,0,0,1,0
124000.0,465,8430,424.0,1040.0,1040,60.0,0.0,1040,616.0,136.0,0,1978,1978,0,8,0,0.0,0,5,0.0,3,5,0,5,2009,20,0,1,0,0
178740.0,466,3072,1375.0,1375.0,1414,69.30579531442663,398.0,1414,0.0,18.0,144,2004,2004,20,5,0,2004.0,0,5,0.0,2,7,0,6,2006,120,0,0,0,0
167000.0,467,10628,499.0,1277.0,1277,85.0,526.0,1277,778.0,0.0,0,1970,1970,0,4,0,1970.0,176,5,0.0,2,7,0,5,2007,20,0,0,0,0
146500.0,468,9480,342.0,728.0,1644,79.0,312.0,888,386.0,224.0,168,1942,1995,0,6,756,1942.0,0,7,0.0,3,5,0,7,2007,70,0,0,0,0
250000.0,469,11428,1626.0,1626.0,1634,98.0,866.0,1634,0.0,248.0,0,2006,2006,44,5,0,2006.0,0,5,0.0,3,8,0,7,2007,20,0,0,0,0
187000.0,470,9291,406.0,832.0,1710,76.0,506.0,832,426.0,120.0,144,1993,1993,70,6,878,1993.0,0,5,0.0,3,6,0,7,2008,60,0,0,0,1
212000.0,471,6820,0.0,1488.0,1502,69.30579531442663,528.0,1502,368.0,0.0,0,1985,1985,54,6,0,1985.0,140,5,1120.0,1,8,0,4,2010,120,1,0,0,0
190000.0,472,11952,808.0,808.0,1969,92.0,534.0,1161,0.0,0.0,0,1977,1977,0,11,808,1977.0,276,6,0.0,3,7,0,8,2007,60,0,0,0,0
148000.0,473,3675,88.0,547.0,1072,35.0,525.0,1072,459.0,80.0,0,2005,2005,28,6,0,2005.0,0,5,0.0,2,6,0,5,2008,180,0,0,0,0
440000.0,474,14977,626.0,1976.0,1976,110.0,908.0,1976,1350.0,304.0,250,2006,2007,63,7,0,2006.0,0,5,0.0,2,8,0,7,2007,20,0,0,0,0
251000.0,475,5330,298.0,1494.0,1652,41.0,499.0,1652,1196.0,0.0,96,2000,2000,48,8,0,2000.0,0,5,0.0,2,8,0,6,2007,120,1,0,0,0
132500.0,476,8480,340.0,970.0,970,80.0,624.0,970,630.0,0.0,0,1963,1963,24,7,0,1996.0,192,6,0.0,2,5,0,5,2007,20,0,0,0,0
208900.0,477,13125,484.0,1478.0,1493,75.0,508.0,1493,994.0,215.0,140,1997,1998,39,4,0,1997.0,0,5,0.0,3,6,0,7,2008,20,0,1,0,0
380000.0,478,13693,2153.0,2153.0,2643,105.0,694.0,2069,0.0,772.0,414,2006,2006,84,3,574,2006.0,0,5,0.0,3,9,0,9,2007,60,0,0,0,0
297000.0,479,10637,417.0,1705.0,1718,79.0,826.0,1718,1288.0,336.0,208,2007,2008,44,9,0,2007.0,0,5,0.0,3,8,0,7,2009,20,0,1,0,0
89471.0,480,5925,739.0,907.0,1131,50.0,672.0,1131,168.0,435.0,0,1937,2000,72,3,0,1995.0,0,7,0.0,2,4,0,7,2007,30,0,0,1,0
326000.0,481,16033,572.0,1833.0,1850,98.0,772.0,1850,1261.0,378.0,519,2004,2005,112,3,0,2004.0,0,5,0.0,3,9,0,8,2006,20,0,0,0,0
374000.0,482,11846,225.0,1792.0,1792,72.0,874.0,1792,1567.0,562.0,206,2003,2004,49,8,0,2003.0,0,5,0.0,2,9,0,6,2006,20,0,0,0,0
155000.0,483,2500,611.0,910.0,1826,50.0,164.0,916,299.0,0.0,0,1915,2005,0,6,910,1915.0,0,8,0.0,4,7,0,7,2009,70,0,0,1,0
164000.0,484,4500,319.0,1216.0,1216,32.0,402.0,1216,897.0,116.0,0,1998,1998,125,5,0,1998.0,0,5,0.0,2,6,0,5,2006,120,0,0,0,0
132500.0,485,7758,411.0,999.0,999,69.30579531442663,264.0,999,588.0,0.0,0,1962,2001,132,3,0,1963.0,0,7,0.0,3,5,0,6,2007,20,0,0,0,0
147000.0,486,9600,506.0,1113.0,1113,80.0,264.0,1113,607.0,0.0,0,1950,2007,80,7,0,1950.0,0,7,0.0,3,5,120,5,2009,20,0,0,0,0
156000.0,487,10289,237.0,1073.0,1073,79.0,515.0,1073,836.0,168.0,0,1965,1965,0,6,0,1965.0,0,7,0.0,3,5,0,6,2007,20,0,0,0,0
175000.0,488,12243,486.0,1484.0,1484,70.0,487.0,1484,998.0,0.0,224,1971,1971,0,2,0,1971.0,180,6,0.0,3,5,0,7,2007,20,0,0,0,0
160000.0,489,10800,290.0,954.0,2414,60.0,520.0,1766,664.0,0.0,142,1900,1970,0,5,648,1970.0,0,4,0.0,3,5,0,10,2006,190,0,0,0,0
86000.0,490,1526,115.0,630.0,630,21.0,286.0,630,515.0,0.0,0,1970,2002,0,5,0,1970.0,0,8,0.0,1,4,0,3,2009,180,0,0,0,0
115000.0,491,2665,264.0,264.0,1304,69.30579531442663,336.0,616,0.0,0.0,141,1976,1976,24,6,688,1976.0,0,6,0.0,3,5,0,4,2008,160,0,0,0,0
133000.0,492,9490,238.0,806.0,1578,79.0,240.0,958,403.0,0.0,0,1941,1950,0,8,620,1941.0,0,7,165.0,3,6,32,5,2006,50,0,0,0,0
172785.0,493,15578,728.0,728.0,1456,105.0,429.0,728,0.0,0.0,0,2006,2006,0,5,728,2006.0,0,5,0.0,3,6,0,8,2006,60,0,0,0,0
155000.0,494,7931,363.0,1269.0,1269,70.0,308.0,1269,374.0,0.0,0,1960,1960,0,6,0,1964.0,0,6,532.0,3,5,0,6,2008,20,0,0,0,0
91300.0,495,5784,190.0,190.0,886,50.0,273.0,886,0.0,0.0,144,1938,1996,20,12,0,1938.0,0,8,0.0,2,5,80,4,2009,30,0,0,0,0
34900.0,496,7879,225.0,720.0,720,60.0,0.0,720,495.0,0.0,0,1920,1950,523,11,0,0.0,0,5,0.0,2,4,115,4,2009,30,0,0,0,0
430000.0,497,12692,1969.0,3200.0,3228,69.30579531442663,546.0,3228,1231.0,0.0,264,1992,1993,75,5,0,1992.0,0,5,0.0,4,8,291,10,2007,20,0,0,0,0
184000.0,498,9120,697.0,1026.0,1820,60.0,240.0,1133,329.0,0.0,0,1925,1950,100,6,687,1925.0,0,6,0.0,4,7,0,8,2008,50,0,0,0,0
130000.0,499,7800,414.0,864.0,899,65.0,288.0,899,450.0,89.0,64,1967,2004,0,6,0,1967.0,0,7,0.0,3,5,0,5,2009,20,0,0,0,0
120000.0,500,7535,522.0,912.0,912,70.0,297.0,912,111.0,0.0,12,1958,1985,285,6,0,1958.0,0,7,279.0,2,5,0,5,2007,20,0,0,0,0
113000.0,501,1890,316.0,672.0,1218,21.0,264.0,672,356.0,285.0,144,1973,1973,28,5,546,1973.0,0,5,0.0,3,6,0,7,2007,160,0,0,0,0
226700.0,502,9803,466.0,866.0,1768,75.0,603.0,866,400.0,0.0,0,2005,2005,108,2,902,2005.0,0,5,0.0,3,7,0,7,2008,60,0,0,0,0
140000.0,503,9170,420.0,1214.0,1214,70.0,461.0,1214,698.0,0.0,0,1965,1965,0,4,0,1965.0,0,7,96.0,2,5,184,6,2007,20,0,0,0,0
289000.0,504,15602,254.0,1501.0,1801,100.0,484.0,1801,1247.0,0.0,0,1959,1997,54,3,0,1959.0,161,8,0.0,1,7,0,6,2010,20,0,0,0,0
147000.0,505,2308,103.0,855.0,1322,24.0,440.0,855,257.0,0.0,260,1974,1974,0,6,467,1974.0,0,5,495.0,3,6,0,6,2009,160,0,0,0,0
124500.0,506,7596,960.0,960.0,1960,60.0,400.0,960,0.0,360.0,0,1952,1952,0,7,1000,1952.0,0,5,0.0,4,5,0,10,2009,90,0,0,0,0
215000.0,507,9554,397.0,777.0,1911,80.0,471.0,1065,380.0,125.0,182,1993,1994,81,9,846,1993.0,0,5,0.0,3,8,0,8,2006,60,0,0,0,1
208300.0,508,7862,1191.0,1218.0,1218,75.0,676.0,1218,27.0,0.0,0,2009,2009,102,9,0,2009.0,0,5,0.0,2,6,0,4,2009,20,0,0,0,0
161000.0,509,9600,548.0,689.0,1378,60.0,360.0,689,141.0,0.0,0,1928,2005,0,10,689,1928.0,0,9,0.0,3,7,116,7,2008,70,0,0,0,0
124500.0,510,9600,50.0,1041.0,1041,80.0,270.0,1041,991.0,132.0,224,1959,1959,88,7,0,1959.0,0,6,0.0,3,5,0,6,2009,20,0,0,0,0
164900.0,511,14559,178.0,1008.0,1363,75.0,288.0,1363,650.0,70.0,324,1951,2000,42,6,0,1951.0,168,7,180.0,2,5,0,6,2009,20,0,0,0,0
202665.0,512,6792,1368.0,1368.0,1368,40.0,474.0,1368,0.0,94.0,132,2005,2006,35,3,0,2005.0,0,5,0.0,2,7,0,6,2006,120,0,0,0,0
129900.0,513,9100,169.0,864.0,864,70.0,624.0,864,521.0,0.0,0,1958,1958,0,7,0,1964.0,0,5,174.0,3,5,0,5,2006,20,0,0,0,0
134000.0,514,9187,748.0,1084.0,1080,71.0,484.0,1080,336.0,0.0,120,1983,1983,0,6,0,1983.0,0,5,0.0,3,6,158,5,2007,20,0,0,0,0
96500.0,515,10594,768.0,768.0,789,55.0,200.0,789,0.0,0.0,0,1926,1950,0,6,0,1926.0,0,5,0.0,2,5,112,5,2007,45,0,0,0,0
402861.0,516,12220,570.0,2006.0,2020,94.0,900.0,2020,1436.0,305.0,156,2009,2009,54,9,0,2009.0,0,5,0.0,3,10,0,9,2009,20,0,0,0,0
158000.0,517,10448,689.0,689.0,2119,69.30579531442663,583.0,1378,0.0,333.0,0,1972,1972,104,8,741,1972.0,0,6,0.0,3,6,0,7,2009,80,0,0,0,0
